123258,Khajjiar,Himachal Pradesh,HP,India,IN
123259,Khandala,Maharashtra,MH,India,IN
123312,Kotagiri,Tamil Nadu,TN,India,IN
123314,Kotputli,Rajasthan,RJ,India,IN
123334,Krishnagiri,Tamil Nadu,TN,India,IN
123344,Kumarakom,Kerala,KL,India,IN
123420,Jalore,Rajasthan,RJ,India,IN
123422,Jamshedpur,Jharkhand,JH,India,IN
123445,Jispa,Himachal Pradesh,HP,India,IN
123469,Jwalamukhi,Himachal Pradesh,HP,India,IN
123476,Kakinada,Andhra Pradesh,AP,India,IN
123503,Karad,Maharashtra,MH,India,IN
123518,Kashid,Maharashtra,MH,India,IN
123519,Kashipur,Uttarakhand,UK,India,IN
123527,Kaziranga,Assam,AS,India,IN
123608,Kodaikanal,Tamil Nadu,TN,India,IN
123676,Khimsar,Rajasthan,RJ,India,IN
123774,Kumbhalgarh,Rajasthan,RJ,India,IN
123875,Kolhapur,Maharashtra,MH,India,IN
123877,Kollam,Kerala,KL,India,IN
123879,Konark,Odisha,OR,India,IN
123891,Kottayam,Kerala,KL,India,IN
123897,Kovalam,Kerala,KL,India,IN
123914,Kuchaman,Rajasthan,RJ,India,IN
124008,Kothamangalam,Kerala,KL,India,IN
124044,Kushalnagar,Karnataka,KA,India,IN
124045,Kushinagar,Uttar Pradesh,UP,India,IN
124184,Katra,Jammu and Kashmir,JK,India,IN
124514,Lakkidi,Kerala,KL,India,IN
124966,Kota,Rajasthan,RJ,India,IN
124997,Kudasan,Gujrat,GJ,India,IN
125002,Kumbakonam,Tamil Nadu,TN,India,IN
125144,Leh,Jammu and Kashmir,JK,India,IN
125485,Latur,Maharashtra,MH,India,IN
125651,Luni,Rajasthan,RJ,India,IN
125684,Mahabaleshwar,Maharashtra,MH,India,IN
125928,Ludhiana,Punjab,PB,India,IN
126117,Mahabalipuram,TAMIL NADU,TN,India,IN
126139,Mamallapuram,Tamil Nadu,TN,India,IN
126265,Maheshwar,Madhya Pradesh,MP,India,IN
126388,Manali,Himachal pradesh,HP,India,IN
126630,Lonavala,Maharashtra,MH,India,IN
126666,Lucknow,Uttar Pradesh,UP,India,IN
126802,Mandawa,Rajasthan,RJ,India,IN
126805,Mangaluru,Karnataka,KA,India,IN
126810,Manmad,Maharashtra,MH,India,IN
126817,Mararikulam,KERALA,KL,India,IN
126911,Mayiladuthurai,Tamil Nadu,TN,India,IN
126958,Malvan,Maharashtra,MH,India,IN
127067,Madurai,Tamil Nadu,TN,India,IN
127105,Malpura,Rajasthan,RJ,India,IN
127113,Mandu,Madhya Pradesh,MP,India,IN
127343,Chennai,Tamil Nadu,TN,India,IN
127352,Majorda Beach,Goa,GA,India,IN
127857,Mathura,Uttar Pradesh,UP,India,IN
128030,Murbad,Maharashtra,MH,India,IN
128573,Munnar,Kerala,KL,India,IN
128698,Mysuru,Karnataka,KA,India,IN
128734,Navi Mumbai,Maharashtra,MH,India,IN
128829,Mettupalayam,Tamil Nadu,TN,India,IN
128914,Mobor Beach,Goa,GA,India,IN
129044,Morjim,Goa,GA,India,IN
129104,Murinjapuzha,Kerala,KL,India,IN
129163,Narlai,Rajasthan,RJ,India,IN
129189,Neil Island,Andaman & Nicobar,AN,India,IN
129232,Muradabad,Uttar Pradesh,UP,India,IN
129257,Nalagarh,Himachal Pradesh,HP,India,IN
129289,Nellore,Andhra Pradesh,AP,India,IN
129415,Mukteshwar,Uttarakhand,UK,India,IN
129434,Murud,Maharashtra,MH,India,IN
129447,Nagapattinam,Tamil Nadu,TN,India,IN
129477,Nimaj,Rajasthan,RJ,India,IN
129615,Moradabad,Uttar Pradesh,UP,India,IN
129690,Mukkam,Kerala,KL,India,IN
129695,Mullor,,,India,IN
129723,Nagpur,Maharashtra,MH,India,IN
129726,Nainital,Uttarakhand,UK,India,IN
129732,Nanded,Maharashtra,MH,India,IN
129777,Nagarhole National Park,Karnataka,KA,India,IN
129778,Nagoa,Goa,GA,India,IN
129816,Neeleshwar,Kerala,KL,India,IN
129827,Nerul,Maharashtra,MH,India,IN
130105,Nalkeri,Karnataka,KA,India,IN
130137,Neemrana,RAJASTHAN,RJ,India,IN
130205,Noida,UTTAR PRADESH,UP,India,IN
130252,Orchha,Madhya Pradesh,MP,India,IN
130316,Palanpur,Gujrat,GJ,India,IN
130341,Mussoorie,Uttarakhand,UK,India,IN
130352,Nadukani,Kerala,KL,India,IN
130354,Nahar Magra,Rajasthan,RJ,India,IN
130357,Nakinda,Maharashtra,MH,India,IN
130358,Namchi,Sikkim,SK,India,IN
130443,Delhi,DELHI,DL,India,IN
130749,Palani,Tamil Nadu,TN,India,IN
130799,Orissa,Odisha,OR,India,IN
130852,Padappai,Tamil Nadu,TN,India,IN
130990,Ooty,Tamil Nadu,TN,India,IN
131002,Panchkula,Haryana,HR,India,IN
131027,Pathanamthitta,Kerala,KL,India,IN
131028,Patnitop,Jammu and Kashmir,JK,India,IN
131276,Omkareshwar,Madhya Pradesh,MP,India,IN
131375,Pahalgam,Jammu and Kashmir,JK,India,IN
131392,Palolem Beach,Goa,GA,India,IN
131394,Panchgani,Maharashtra,MH,India,IN
131398,Panaji,Goa,GA,India,IN
131406,Paragpur,Himachal Pradesh,HP,India,IN
131437,Panna,Madhya Pradesh,MP,India,IN
131523,Phalodi,Rajasthan,RJ,India,IN
131544,Panvel,Maharashtra ,MH,India,IN
131552,Paravur,Kerala,KL,India,IN
131597,Pernem,Goa,GA,India,IN
131721,Pakhal,Telangana,TG,India,IN
132015,Pachmarhi,Madhya Pradesh,MP,India,IN
132025,Palakkad,Kerala,KL,India,IN
132055,Parra,Goa,GA,India,IN
132089,Pench,Madhya Pradesh,MP,India,IN
132133,Periyar,Kerala,KL,India,IN
132183,Pinjore,Haryana,HR,India,IN
132282,Pollachi,Tamil Nadu,TN,India,IN
132292,Ponmudi,Kerala,KL,India,IN
132429,Patna,Bihar,BR,India,IN
132561,Puducherry,Tamil Nadu,TN,India,IN
132593,Puri,Orissa,OR,India,IN
132621,Ramgarh,Jharkhand,Jh,India,IN
132705,Pathankot,Punjab,PB,India,IN
132724,Pench Nationalpark,Madhya Pradesh,MP,India,IN
